user_id,item_list
122,10221 11044 22441 12114 16713 17075 15978 15441 14172 16887
123,356 450 453 448 1263 21 364 667 1266 446
124,16887 22403 678 15454 10221 102 130 492 17521 576
125,450 448 21 1266 581 453 458 683 672 811
126,22 56 21319 448 450 53 1979 124 58 667
127,22 21 771 56 124 270 25 53 58 450
128,21 56 22 20 53 25 58 393 61 396
129,56 53 21 393 77 25 270 396 1068 22
130,21 22 1216 20 1327 1212 1859 1514 5070 25
131,8819 15454 22443 22441 18939 11044 6712 22631 17075 16713
132,22 20 53 25 124 448 271 1263 62 393
133,126 21 676 773 677 124 775 25 56 95
134,22 20 25 56 124 684 58 818 436 53
135,450 1263 453 448 446 1266 581 21 56 812
136,22 2057 704 56 2410 5938 4220 1870 1869 5642
137,80 2106 21 2111 629 67 56 2119 75 84
138,21 20 56 25 53 58 450 270 353 448
139,56 22 25 58 20 450 393 1068 270 348
140,20 124 56 53 58 436 353 771 348 270
141,21 22 53 450 25 448 20 58 270 61
142,22 20 53 25 124 58 270 393 450 61
143,450 1263 1266 581 446 21 448 458 811 56
144,450 22 56 14524 453 1263 20 2998 18919 22542
145,71 2104 629 4334 2107 3994 2106 3989 2111 2119
146,21 450 667 1263 22 20422 458 1266 446 2998
147,2105 80 2106 2587 629 2588 71 2111 2112 21
148,617 1311 751 21 828 105 676 498 22 672
149,53 21 56 25 61 22 58 348 598 270
150,15454 22631 12114 6712 15441 14172 22760 16204 21 20947
151,56 22 25 124 62 20 272 53 270 393
152,21 22 56 25 124 53 4341 207 58 11660
153,21 56 450 448 22 17178 272 20 53 270
154,358 356 21 1154 22 672 20 450 684 95
155,21 20 124 25 916 56 432 261 353 1911
156,21 126 22 56 20 95 53 124 58 752
157,21 271 56 22 25 1068 393 124 396 20
158,21 22 56 53 25 270 207 436 450 61
159,21 22 20 56 25 124 53 58 28 348
160,683 21 4104 1300 1301 1504 56 25 126 1376
161,53 58 25 62 61 396 271 124 55 348
162,21 22 22403 20 15454 10221 8819 16713 917 11044
163,21 683 450 1154 22 56 1263 95 676 20
164,21 56 124 828 673 2494 106 450 831 2077
165,21 2494 828 750 541 109 25 56 1532 5735
166,21 56 22 20 25 270 58 124 61 393
167,21 25 56 20 22 80 124 207 58 348
168,56 58 25 393 20 53 270 61 272 394
169,21 71 22 2106 25 20 56 353 2111 53
170,21 56 25 53 124 22 20 1216 28 61
171,21 56 22 450 20 53 124 25 448 771
172,21 20 124 56 25 1004 521 353 450 270
173,56 22 25 61 348 270 393 124 598 436
174,448 667 21 1263 2047 1266 446 56 2413 53
175,21 61 1068 270 62 58 450 1263 25 55
176,22 21 20 916 917 56 450 771 25 1327
177,450 21 130 106 673 16887 102 1263 391 1534
178,21 58 62 25 22 20 53 124 271 393
179,22 21 916 20 1911 56 25 771 353 1048
180,450 1263 581 453 814 448 812 458 421 1648
181,21 56 25 22 20 271 62 272 53 353
182,62 58 56 393 1068 932 272 396 270 22
183,56 25 124 53 348 353 270 771 58 347
184,53 21 61 270 393 598 58 62 25 22
185,56 25 124 58 393 270 436 61 271 598
186,446 581 448 1266 453 814 812 21 811 458
187,21 355 130 126 16887 22 56 53 358 20
188,486 21 498 93 504 492 471 678 22 2010
189,21 22 20 25 61 270 396 393 58 598
190,21 2494 107 5735 1532 102 12542 109 22 108
191,21 778 492 504 486 499 22 679 56 2494
192,21 56 25 61 450 393 124 22 20 1263
194,21 80 71 2106 75 629 2586 20 22 2107
195,21 22 20 450 17972 56 58 124 15131 448
196,80 67 68 2106 75 2119 854 79 2112 77
197,21 22 1299 22469 1374 4380 15344 1504 20 56
198,450 1266 446 458 453 811 448 812 667 1195
199,20 53 450 270 62 393 348 61 272 436
201,21 22 916 917 672 20 771 56 126 778
202,446 812 1265 1195 2276 1193 21 667 1194 421
203,21 5644 22 56 751 58 62 448 752 8168
204,10221 22403 8819 15454 12114 18939 11044 22441 22631 21818
205,450 581 21 448 1266 446 453 814 56 811
206,22 56 20 541 348 353 436 53 347 58
207,20 56 25 353 53 58 771 436 348 270
208,21 20 124 56 450 25 771 53 58 353
209,22 56 25 124 53 1214 1216 450 1212 348
210,448 20 450 56 7632 124 13063 25 1648 453
211,21 71 22 2106 25 20 124 2111 77 629
212,22 56 25 393 271 270 396 61 207 208
213,56 58 21 22 53 271 20 270 61 25
214,77 71 2106 629 21 2586 2111 2107 4334 2119
215,21 629 22 2119 84 356 25 53 20 358
216,21 56 53 20 22 25 124 58 393 270
217,1154 1691 126 692 21 450 3246 460 448 672
218,20 124 56 25 58 1023 53 448 62 353
219,21 450 22 25 20 56 106 1263 102 448
220,21 56 6986 22 23279 20 25 22149 1745 15567
221,16887 21 2494 22 499 448 20 673 106 450
222,21 56 58 270 22 25 53 393 20 62
223,21 448 1263 453 1266 446 667 56 22 458
224,629 2111 2112 21 75 77 2588 2109 2104 2114
225,450 21 22 448 20 1327 25 56 20422 453
226,1376 1779 1758 1372 684 683 126 22 16626 56
227,450 1263 446 448 453 21 581 56 814 458
228,56 21 53 22 393 20 58 396 61 598
229,126 1302 21 684 1372 79 22752 1299 629 95
230,22 20 771 56 25 124 672 126 2365 53
231,21 6186 22 450 20 56 448 25 53 6874
232,498 448 93 495 126 21 1311 678 471 105
233,21 450 22 53 62 25 393 61 1263 124
234,22 124 20 56 25 58 348 53 353 436
235,20 56 450 124 771 58 53 453 353 62
236,21 20 25 124 56 53 3343 353 348 436
237,22 56 25 124 58 771 436 353 208 271
238,21 22 56 20 124 58 521 771 25 53
239,21 3539 56 21319 25 271 22 53 62 124
240,21 56 25 1266 22 446 53 58 458 124
241,22 25 124 53 270 8875 58 353 348 436
242,21 450 22 56 53 20 16887 25 102 130
243,21 56 67 629 2119 71 80 68 22 20
244,21 352 521 58 22 56 450 20 25 53
245,1263 450 448 581 446 453 1266 20422 3539 21
246,21 56 58 62 1263 337 53 22 581 1068
247,21 53 25 61 124 20 393 22 347 626
248,21 22 20 492 56 93 25 450 124 771
249,541 21 773 25 555 826 385 154 124 775
250,2105 2108 11904 7371 21 3355 56 22 80 77
251,21 22 20 498 56 25 617 751 678 495
252,22 56 25 20 124 53 348 450 58 270
253,21 1263 22 56 453 25 1266 446 53 58
254,21 25 581 22 53 448 20 458 58 773
255,21 56 22 53 20 337 124 28 25 537
256,21 5070 3391 5069 56 20 2792 16626 22 19705
257,1263 21 453 446 1266 56 22 667 458 1648
258,22 124 56 353 58 207 61 270 393 541
259,21 1266 1194 450 126 56 1193 453 803 458
260,56 25 124 448 61 22 453 393 1263 20
261,71 2112 67 80 68 567 21 2494 883 2119
262,80 71 68 2119 126 885 2106 21 2112 77
263,67 56 629 21 53 126 2119 71 80 672
264,21 22 25 20 56 348 58 353 207 53
265,450 581 446 1266 1263 814 21 811 812 56
266,21 22 53 25 270 61 124 393 58 672
267,21 53 270 61 393 25 58 396 20 348
268,21 22 20 56 353 25 1911 58 53 270
269,21 450 1263 448 20422 22 453 1266 56 20
270,21 22 53 353 436 58 348 393 207 61
271,56 21 61 396 1068 58 55 25 20 271
272,20422 22542 1648 2998 17178 22782 14524 22402 18484 450
273,450 1263 446 581 1266 453 21 811 814 812
274,450 126 22 1154 1263 581 56 20 448 453
275,56 453 124 53 446 581 771 58 421 1648
276,21 22 20 56 126 124 25 53 676 396
277,355 21 356 22 358 126 20 683 1514 4342
278,1263 581 21 667 22 56 704 811 1648 421
279,21 20 124 771 56 25 353 58 348 53
280,56 21 541 61 8875 22 21319 25 393 3539
281,16682 16030 448 450 1263 20422 1648 13988 581 21
282,21 53 58 25 270 61 22 20 62 1068
283,21 22 20 1023 124 58 56 25 917 771
284,21 450 22 448 1263 20 56 25 1266 453
285,450 22 56 25 448 20 53 58 446 1266
286,21 56 450 22 1263 20 25 446 124 270
287,20 124 53 270 448 271 393 61 348 1068
288,14651 4380 19690 3709 23112 3716 3529 22561 5770 14738
289,21 750 99 109 93 448 22 450 499 5
290,21 20 25 22 396 58 62 598 124 448
291,450 448 21 453 1266 446 14524 811 22 56
292,22 20 56 53 348 71 207 62 270 271
293,22 20 56 25 58 271 53 270 62 771
294,450 21 1263 453 667 446 56 1648 1266 18484
295,21 20 56 58 124 270 25 271 450 53
296,21 450 448 56 1263 453 1648 667 22 20
297,21 22 56 20 25 450 124 53 1023 332
298,56 53 21 393 270 348 58 25 396 1068
299,21 22 56 126 672 771 25 124 53 450
300,453 450 2998 13988 1263 14805 22402 22542 1648 667
301,80 71 450 56 22 25 20 448 1263 453
302,21 1561 56 124 25 771 13463 53 17694 1562
303,21 130 1648 22 1311 20 673 1835 16887 56
304,22 393 270 124 396 272 54 598 348 55
305,22 20 53 25 124 58 450 62 521 352
306,56 22 20 53 25 124 270 61 393 58
307,93 499 678 107 486 778 19647 21 504 498
308,396 25 20 58 22 124 62 348 271 436
309,916 22 1048 4036 4073 21 20 919 1630 56
310,22 124 20 56 25 53 448 58 348 353
311,22443 22441 18939 11044 16713 6712 12114 22631 20 17075
312,21 25 56 771 353 58 436 53 270 1327
313,15454 11044 12114 22631 21818 15441 14172 16204 20947 15711
314,22 21 53 25 270 124 58 771 353 1048
315,21 22 450 20 56 25 207 1263 124 448
316,450 22 448 21 667 917 453 916 20 458
317,21 56 450 271 22 62 20 53 272 270
318,21 56 58 22 61 62 25 393 270 20
319,10221 8819 22443 18939 12114 22631 11044 6712 17075 9791
320,22403 15454 450 22443 11044 6712 1266 1263 18939 12114
321,1263 448 21 453 581 814 56 812 811 25
322,21 22 56 20 25 53 124 61 393 541
323,450 20 56 11621 448 10225 124 25 1263 53
324,21 56 22 271 53 393 25 1068 272 61
325,450 22 448 56 20 25 126 124 672 453
326,22 20 56 450 124 25 448 58 453 771
327,21319 22542 13988 450 14805 667 1648 8335 21 453
328,22 20 56 25 124 53 450 58 348 771
329,21 56 22 53 20 335 25 598 270 393
330,21 124 25 53 541 22 56 773 61 348
331,22 56 20 25 124 53 450 58 436 348
332,1263 21 446 22 448 453 581 25 20 814
333,21 56 450 22 20 53 25 448 1263 124
334,21 22 56 2046 20 450 53 1263 2044 80
335,448 453 1266 446 21 56 812 458 22 20422
336,21 22 18484 448 20 450 1648 56 25 13063
337,22 20 56 25 124 450 1327 53 448 544
338,7632 448 22782 1630 14524 2998 13988 21 2350 22435
339,21 20 53 25 124 270 58 450 62 61
340,450 22403 21 16713 20422 10221 1263 8819 1648 13063
341,20 56 53 270 436 348 61 62 271 1068
342,450 22782 20422 18484 448 3539 13063 11761 21 8875
343,102 16887 21 673 106 496 391 126 107 22472
344,21 20 124 58 53 62 270 271 393 353
345,1263 21 446 448 581 1266 453 126 812 421
346,22 56 25 124 53 58 270 207 450 353
347,750 2494 21 3711 100 109 5735 22 1532 2256
348,21 20 53 124 25 270 58 771 353 450
349,22 20 9791 16713 56 102 22403 130 10221 15454
350,22 20 25 124 56 53 448 58 521 352
351,21 551 20 541 450 53 56 25 537 448
352,21 448 1266 453 581 53 20 25 62 270
353,20 56 771 124 450 53 1311 1327 672 58
354,20 56 58 353 53 62 271 450 393 270
355,1263 21 20422 448 450 14524 20 453 22 2998
356,21 450 22 56 581 1266 20 247 1263 446
357,21 56 22 20 53 58 124 62 25 61
358,21 22 20 450 56 25 1263 124 58 207
359,21 58 56 62 20 25 270 124 53 1068
360,8319 21 22560 4559 3709 352 56 19690 932 22
361,450 1263 21 1266 448 581 1216 814 768 71
362,22 20 56 53 353 348 58 436 450 347
363,450 448 446 581 1266 453 21 814 812 458
364,21 58 56 62 272 22 53 270 20 25
365,21 22 20 53 25 358 270 58 684 126
366,56 25 53 541 393 271 348 353 436 62
367,21 450 773 16887 102 130 107 673 93 22
368,21 56 58 271 20 393 396 270 124 61
369,22 56 20 25 124 448 53 453 58 1263
370,22 1263 20 453 1266 56 448 25 124 581
371,20 22 56 25 53 124 270 393 207 348
372,358 2106 2105 80 77 1590 2111 71 11320 81
373,678 93 1311 750 498 492 486 676 21 778
374,124 58 396 353 62 348 436 598 271 55
375,21 5938 1870 1869 22 1865 672 56 498 93
376,2494 828 1532 1849 5 3711 22403 10221 2124 2488
377,21 25 58 22 53 20 450 62 393 1263
378,21 20 56 124 25 53 771 450 432 270
379,21 270 53 22 20 393 271 25 62 598
380,683 21 126 1856 56 20 2559 22 688 5508
381,1263 446 581 1266 21 448 453 811 22 458
382,21 22 20 124 58 56 271 62 771 436
383,1266 448 581 453 458 814 812 21 421 667
384,56 21 61 335 598 268 393 270 1449 1752
385,21 450 56 22 1263 270 53 1266 25 458
386,21 56 124 25 58 22 20 450 271 53
387,21 20 56 348 22 25 124 58 53 207
388,21 22 58 393 61 124 55 396 1068 62
389,450 448 21 20 1266 453 446 56 581 667
390,56 951 2106 2112 2119 629 80 2111 22 67
391,22 21 56 20 25 450 53 270 124 521
392,20 25 124 58 270 393 62 436 396 271
393,21 22 56 25 124 58 53 448 62 270
394,68 2119 629 450 71 80 448 1263 2106 21
395,1263 446 458 811 448 56 421 1265 1193 25
396,56 22 20 25 448 1263 124 58 453 271
397,448 1263 56 22 667 25 458 58 20 581
398,22 20 56 58 62 271 124 208 272 270
399,22 20 56 25 348 58 53 353 436 347
400,22 21 450 56 446 25 453 124 916 53
401,21 22 450 20 56 58 126 124 448 432
402,10221 22403 8819 11044 18939 6712 16713 22631 12114 17075
403,124 450 56 448 25 126 1691 1648 676 672
404,21 56 5 750 393 100 61 1068 270 20
405,21 450 22 53 20 25 448 58 393 270
406,21 56 22 20 62 53 124 25 271 270
407,10221 2106 15454 73 16713 8819 102 80 9791 21
408,21 20 22 25 61 1216 1212 1672 270 58
409,21 22 56 20 25 124 53 271 62 208
410,21 22 20 56 448 25 450 124 53 58
411,71 80 2111 450 2112 67 2119 21 1263 77
412,450 56 22 453 667 62 393 25 1263 1648
413,22 20 56 1214 1212 53 4577 5070 3391 348
415,56 25 53 58 436 771 348 207 61 393
416,21 56 126 20 25 450 448 95 61 270
417,22 58 450 270 53 393 25 20 124 55
418,21 56 124 53 58 348 353 1068 396 207
419,21 22 56 25 124 53 348 207 58 436
420,21 56 22 20 393 124 61 394 598 348
421,3539 13063 448 18484 9599 20422 22542 14805 1648 450
422,56 450 25 771 124 917 58 453 53 446
423,21 56 53 25 22 61 20 58 396 270
424,56 22 20 53 124 393 58 396 270 61
425,448 450 21 1263 20422 13063 446 453 18484 13988
426,71 629 2106 84 21 2105 2111 73 67 2104
427,21 56 61 393 25 270 268 598 336 22
428,21 126 22 56 676 25 95 124 771 677
429,21 22 56 25 353 348 61 270 58 436
430,71 2106 2119 2112 2111 75 77 2587 2104 2110
431,25 56 124 22 20 53 468 27 436 61
432,21 22 56 58 20 124 448 53 10221 453
433,80 2106 2111 629 21 67 84 75 68 2119
434,20 56 25 353 53 58 436 450 348 270
435,356 22 19705 20 56 364 25 126 124 53
436,21 56 53 22 393 20 25 124 396 541
437,21 56 271 62 22 270 393 53 25 1068
438,22 53 25 270 1068 61 124 394 54 598
439,71 21 56 2106 629 22 2111 58 53 67
440,21 22 20 450 56 126 25 672 5420 124
441,22 1911 20 1038 124 4036 4073 353 56 771
442,25 124 773 56 53 22 347 555 775 551
443,21 22 53 20 25 80 71 450 270 58
444,56 22 124 62 20 450 53 272 393 208
445,21 672 95 1311 126 22 677 450 22415 1154
446,22 20 771 21 450 56 1004 58 25 124
447,21 814 56 811 812 22 1265 1317 58 20
448,21 541 20 124 56 450 25 448 826 626
449,21 56 22 2488 1327 20 521 270 6187 450
450,21 71 126 56 95 80 75 67 450 22
451,22 20 56 25 124 53 450 58 348 436
452,446 453 581 1266 22 20 56 421 124 667
453,1263 20422 448 14524 2998 1266 19112 581 11855 21
454,56 58 22 62 393 25 1068 394 53 20
455,21 56 22 20 352 53 271 25 393 62
456,21 56 22 20 1263 25 58 393 62 1266
457,21 20 1311 126 450 124 56 771 676 672
458,25 56 53 22 20 124 541 15131 348 17972
459,100 1532 21 828 56 2494 750 109 831 53
460,124 25 56 353 436 58 53 450 348 207
461,21 22 20 56 672 25 95 124 915 771
462,25 124 53 393 353 436 450 271 348 62
463,22403 8819 22443 22631 6712 17075 15978 12114 22 56
464,21 22 676 20 126 56 25 352 124 432
465,2106 629 71 80 75 21 2111 67 2107 2586
466,21 22 56 25 53 124 126 683 436 771
467,22 450 581 1263 1266 56 52 25 448 53
468,21 22 448 771 20 450 56 25 53 1263
469,21 56 53 25 1108 347 61 124 348 22
470,1263 450 1266 1154 448 421 814 812 453 811
471,21 22 124 20 56 353 58 25 53 62
472,21 1301 4104 684 124 541 7309 126 25 683
473,21 20 71 80 56 124 25 629 2107 53
474,10221 22403 684 15454 21 22443 8819 450 2494 16713
475,21 126 774 56 22 20 2086 4574 53 4997
476,448 450 21 1266 358 458 1263 667 20422 446
477,56 21 393 61 270 25 22 1068 271 450
478,581 21 448 812 22 56 1193 1265 20 421
479,21 53 22 20 25 58 270 393 450 62
480,1499 684 21 126 16626 9672 8560 22080 358 17136
481,21 22 56 20 521 53 58 450 270 1898
482,21 448 56 22 450 124 53 453 20 672
483,446 814 458 448 812 803 1198 1195 1194 2035
484,21 53 56 61 268 1449 270 25 598 393
485,22 56 20 25 124 450 348 53 28 58
486,21 22 450 56 20 126 53 448 25 58
487,21 126 684 22 56 1632 20 1630 358 58
488,21 672 2105 22 676 752 751 750 20 56
489,22 21 450 20 8568 56 2139 919 25 448
490,22 56 20 58 53 348 270 450 436 62
491,21 18484 448 22 25 453 20 1263 1266 446
492,25 124 20 53 541 393 270 61 353 28
493,521 56 21 270 352 337 22 55 20 393
494,2106 80 2111 629 2104 2105 21 75 356 358
495,21 56 58 2105 2108 16801 53 22 17932 25
496,21 22403 15454 8819 16713 10221 22631 12114 22443 6712
497,21 20 56 1216 1514 1214 1212 22 4577 25
498,21 20 56 124 25 58 353 53 436 448
499,21 22 56 25 771 450 124 53 1263 448
500,56 25 22 20 124 58 450 61 436 27
501,22 56 20 124 25 450 53 126 58 348
502,21 53 56 22 25 450 1263 124 396 20
503,22 21 56 25 124 771 53 450 353 207
504,80 2104 71 21 629 77 4334 2106 56 22
505,21 581 1263 814 1266 446 56 812 453 22
506,448 93 450 678 21 504 486 56 19647 492
507,21 20 25 53 58 22782 453 1263 667 1648
508,21 1263 446 56 581 448 25 124 58 811
509,21 270 25 1068 58 348 62 20 55 22
510,21 56 20 58 25 53 62 393 270 271
511,21 56 393 396 53 61 62 22 25 270
512,38 43 450 21 448 37 1263 4284 844 1266
513,21 22 56 25 124 3991 53 207 771 58
514,71 2106 67 68 2111 75 2112 2119 84 77
515,21 626 555 773 25 124 53 537 393 61
517,683 71 56 22 126 20 629 53 124 450
518,21 20 56 124 126 25 436 207 771 348
519,21 826 775 124 56 25 1039 537 347 1108
520,21 53 56 336 61 268 598 25 270 1449
521,21 16887 56 22 20 130 53 25 6 496
522,21 22 20 25 95 672 56 353 113 450
523,21 56 22 448 53 20 58 450 25 270
524,21 396 58 1068 22 271 20 25 394 772
525,22 56 20 124 53 25 771 58 450 270
526,21 22 56 20 58 25 124 270 53 271
527,21 20 450 124 56 25 1263 53 1266 58
528,20 270 53 58 124 393 61 62 55 598
529,20 124 53 58 270 353 61 771 436 393
530,21 56 932 22 58 62 394 393 1068 20
531,21 22 53 25 20 58 450 270 353 393
532,56 21 270 61 25 20 22 58 598 1068
533,450 448 581 1266 453 71 80 2106 814 811
534,2111 629 21 2119 79 77 75 67 2105 2588
535,53 25 22 20 58 1263 62 446 1266 448
536,3539 21319 448 450 20422 13063 1648 453 22402 2998
537,93 678 2494 492 496 21 448 831 828 21343
538,56 20 450 25 124 771 453 667 62 270
539,21 56 20 124 53 521 25 58 393 353
540,22 20 124 25 771 56 1212 353 436 1514
541,22 20 56 53 25 58 124 270 348 771
542,21 22 56 20 25 58 53 270 396 393
543,21 56 53 22 25 20 61 396 1068 124
544,21 22 20 56 450 448 58 124 62 53
545,21 450 56 271 22 448 62 53 25 20
546,21 22 56 1154 20 124 25 771 448 126
547,21 22 25 20 56 124 450 2494 828 109
548,21 25 22 56 450 53 20 207 124 448
549,21 20 56 828 750 5735 450 2488 448 109
550,21 22 1327 20 771 124 25 1004 1326 56
551,828 750 629 21 450 2106 2119 2488 5 107
552,21 56 10221 22 58 22403 22631 11044 18939 8819
553,21 56 62 1068 337 58 393 22 932 10221
554,21 22 58 25 53 448 20 393 396 271
555,22 124 25 58 53 270 271 62 348 207
556,21 53 270 25 521 124 450 58 353 61
557,21 53 56 270 61 598 58 25 393 22
558,750 828 673 21 105 450 277 1311 1534 102
559,41 21 39 22 450 42 1263 20 446 1266
560,21 56 20 22 25 53 124 11631 909 393
561,450 448 1266 446 581 453 21 814 56 812
562,21 22 56 124 8875 448 348 53 271 393
563,1263 448 458 446 1648 21 457 812 1194 1193
564,22 21 450 581 1263 20 811 446 448 1911
565,21 22 25 124 20 56 58 436 348 353
566,21 22 56 20 53 25 124 12856 2524 348
567,21 56 25 22 53 124 20 27 348 541
568,56 124 25 771 53 353 436 270 58 450
570,22 20 25 393 270 61 348 1068 58 62
571,22 20 56 124 25 771 450 53 676 672
572,2106 450 67 68 2112 75 79 1266 446 84
573,21 25 22 56 124 20 53 27 58 436
574,21 10221 22403 8819 15454 22631 18939 22 12114 22441
575,21 22 20 56 25 521 124 270 58 53
576,356 126 56 22 25 20 1375 1504 450 124
577,21 53 62 1068 61 271 396 25 22 394
578,1263 448 1266 446 581 21 458 667 812 811
579,56 20 22 25 124 629 61 450 58 348
580,20 53 124 25 58 393 61 348 771 347
581,22 58 25 124 53 270 353 271 62 393
582,126 676 751 617 35 95 672 1311 21 1220
583,21 56 22 20 124 53 348 207 58 27
584,21 20 124 56 53 58 353 436 348 270
585,21 22 61 270 20 124 272 598 54 208
586,750 2494 100 10221 22403 2256 21 2488 8819 22443
587,126 95 1504 356 1154 21 1302 22415 117 323
588,20 25 56 353 53 436 58 348 270 207
589,1376 1504 1779 1375 1302 1979 1301 1296 1758 1300
590,21 56 22 348 25 58 124 20 53 270
591,21 56 22 20372 551 20 1562 6320 1561 53
592,77 5614 10221 21 15454 2106 1501 80 8819 1498
593,21 22 20 124 25 56 541 353 436 1004
